tourney_name,tourney_date,Series,Court,surface,round,Best of,player1_name,player2_name,winner_name,player1_rank,player2_rank,Pts_1,Pts_2,Odd_1,Odd_2,score,tourney_id,match_num,loser_name,winner_id,loser_id
Brisbane International,20250101,ATP250,Outdoor,Hard,2nd Round,3,Yoshihito Nishioka,Jiri Lehecka,Jiri Lehecka,69,28,776,1660,3.2,1.36,2-6 7-6 4-6,2025,1,Yoshihito Nishioka,jiri_lehecka,yoshihito_nishioka
Brisbane International,20250101,ATP250,Outdoor,Hard,2nd Round,3,Nicolas Jarry,Benjamin Bonzi,Nicolas Jarry,35,75,1370,730,2.63,1.5,6-2 6-3,2025,2,Benjamin Bonzi,nicolas_jarry,benjamin_bonzi
Brisbane International,20250101,ATP250,Outdoor,Hard,2nd Round,3,Aleksandar Vukic,Grigor Dimitrov,Grigor Dimitrov,68,10,778,3350,4.5,1.2,2-6 6-7,2025,3,Aleksandar Vukic,grigor_dimitrov,aleksandar_vukic
Brisbane International,20250101,ATP250,Outdoor,Hard,2nd Round,3,Jordan Thompson,Alex Michelsen,Jordan Thompson,26,41,1745,1245,1.67,2.2,7-5 6-3,2025,4,Alex Michelsen,jordan_thompson,alex_michelsen
Brisbane International,20250102,ATP250,Outdoor,Hard,2nd Round,3,Dusan Lajovic,Jakub Mensik,Jakub Mensik,81,48,710,1136,4.0,1.25,3-6 2-6,2025,5,Dusan Lajovic,jakub_mensik,dusan_lajovic
Brisbane International,20250102,ATP250,Outdoor,Hard,2nd Round,3,Reilly Opelka,Matteo Arnaldi,Reilly Opelka,293,37,176,1345,2.5,1.53,7-6 7-6,2025,6,Matteo Arnaldi,reilly_opelka,matteo_arnaldi
Brisbane International,20250102,ATP250,Outdoor,Hard,2nd Round,3,Frances Tiafoe,G Mpetshi,G Mpetshi,18,31,2585,1561,1.8,2.0,4-6 6-7,2025,7,Frances Tiafoe,g_mpetshi,frances_tiafoe
Brisbane International,20250102,ATP250,Outdoor,Hard,2nd Round,3,Novak Djokovic,Gael Monfils,Novak Djokovic,7,55,3910,1005,1.06,10.0,6-3 6-3,2025,8,Gael Monfils,novak_djokovic,gael_monfils
Brisbane International,20250103,ATP250,Outdoor,Hard,Quarterfinals,3,Nicolas Jarry,Jiri Lehecka,Jiri Lehecka,35,28,1370,1660,3.2,1.36,4-6 4-6,2025,9,Nicolas Jarry,jiri_lehecka,nicolas_jarry
Brisbane International,20250103,ATP250,Outdoor,Hard,Quarterfinals,3,G Mpetshi,Jakub Mensik,G Mpetshi,31,48,1561,1136,1.73,2.1,7-5 7-6,2025,10,Jakub Mensik,g_mpetshi,jakub_mensik
Brisbane International,20250103,ATP250,Outdoor,Hard,Quarterfinals,3,Novak Djokovic,Reilly Opelka,Reilly Opelka,7,293,3910,176,1.05,11.0,6-7 3-6,2025,11,Novak Djokovic,reilly_opelka,novak_djokovic
Brisbane International,20250104,ATP250,Outdoor,Hard,Semifinals,3,Reilly Opelka,G Mpetshi,Reilly Opelka,293,31,176,1561,2.2,1.67,6-3 7-6,2025,12,G Mpetshi,reilly_opelka,g_mpetshi
Hong Kong Tennis Open,20250101,ATP250,Outdoor,Hard,2nd Round,3,Miomir Kecmanovic,Alexandre Muller,Alexandre Muller,54,67,1021,778,1.4,3.0,7-5 6-7 6-7,2025,13,Miomir Kecmanovic,alexandre_muller,miomir_kecmanovic
Hong Kong Tennis Open,20250101,ATP250,Outdoor,Hard,2nd Round,3,Cameron Norrie,Lorenzo Sonego,Cameron Norrie,49,53,1119,1026,1.57,2.38,6-2 4-6 6-1,2025,14,Lorenzo Sonego,cameron_norrie,lorenzo_sonego
Hong Kong Tennis Open,20250101,ATP250,Outdoor,Hard,2nd Round,3,Zizou Bergs,Arthur Fils,Arthur Fils,71,20,768,2355,2.75,1.44,6-7 4-6,2025,15,Zizou Bergs,arthur_fils,zizou_bergs
Hong Kong Tennis Open,20250101,ATP250,Outdoor,Hard,2nd Round,3,Kei Nishikori,Karen Khachanov,Kei Nishikori,106,19,578,2410,2.2,1.67,4-6 6-3 7-5,2025,16,Karen Khachanov,kei_nishikori,karen_khachanov
Hong Kong Tennis Open,20250102,ATP250,Outdoor,Hard,2nd Round,3,Nuno Borges,Jaume Munar,Jaume Munar,36,62,1355,832,1.53,2.5,3-6 5-7,2025,17,Nuno Borges,jaume_munar,nuno_borges
Hong Kong Tennis Open,20250102,ATP250,Outdoor,Hard,2nd Round,3,Lorenzo Musetti,Gabriel Diallo,Lorenzo Musetti,17,87,2600,643,1.62,2.3,6-4 6-3,2025,18,Gabriel Diallo,lorenzo_musetti,gabriel_diallo
Hong Kong Tennis Open,20250102,ATP250,Outdoor,Hard,2nd Round,3,Pedro Martinez,Juncheng Shang,Juncheng Shang,43,50,1205,1115,3.5,1.3,3-6 1-6,2025,19,Pedro Martinez,juncheng_shang,pedro_martinez
Hong Kong Tennis Open,20250102,ATP250,Outdoor,Hard,2nd Round,3,Fabian Marozsan,Andrey Rublev,Fabian Marozsan,58,8,935,3760,4.0,1.25,7-5 3-6 6-3,2025,20,Andrey Rublev,fabian_marozsan,andrey_rublev
Hong Kong Tennis Open,20250103,ATP250,Outdoor,Hard,Quarterfinals,3,Arthur Fils,Alexandre Muller,Alexandre Muller,20,67,2355,778,1.25,4.0,6-3 3-6 1-6,2025,21,Arthur Fils,alexandre_muller,arthur_fils
Hong Kong Tennis Open,20250103,ATP250,Outdoor,Hard,Quarterfinals,3,Jaume Munar,Lorenzo Musetti,Jaume Munar,62,17,832,2600,3.5,1.3,2-6 7-6 7-5,2025,22,Lorenzo Musetti,jaume_munar,lorenzo_musetti
Hong Kong Tennis Open,20250103,ATP250,Outdoor,Hard,Quarterfinals,3,Fabian Marozsan,Juncheng Shang,Juncheng Shang,58,50,935,1115,2.3,1.62,6-1 3-6 4-6,2025,23,Fabian Marozsan,juncheng_shang,fabian_marozsan
Hong Kong Tennis Open,20250103,ATP250,Outdoor,Hard,Quarterfinals,3,Kei Nishikori,Cameron Norrie,Kei Nishikori,106,49,578,1119,1.73,2.1,6-3 3-6 6-2,2025,24,Cameron Norrie,kei_nishikori,cameron_norrie
Hong Kong Tennis Open,20250104,ATP250,Outdoor,Hard,Semifinals,3,Jaume Munar,Alexandre Muller,Alexandre Muller,62,67,832,778,1.8,2.0,6-7 4-6,2025,25,Jaume Munar,alexandre_muller,jaume_munar
Hong Kong Tennis Open,20250105,ATP250,Outdoor,Hard,The Final,3,Alexandre Muller,Kei Nishikori,Alexandre Muller,67,106,778,578,3.5,1.3,2-6 6-1 6-3,2025,26,Kei Nishikori,alexandre_muller,kei_nishikori
Adelaide International,20250106,ATP250,Outdoor,Hard,1st Round,3,Zh Zhang,Denis Shapovalov,Denis Shapovalov,47,58,1140,981,2.3,1.62,3-6 4-6,2025,27,Zh Zhang,denis_shapovalov,zh_zhang
Adelaide International,20250106,ATP250,Outdoor,Hard,1st Round,3,Alejandro Davidovich Fokina,Roberto Bautista Agut,Alejandro Davidovich Fokina,68,51,775,1067,1.73,2.1,7-5 6-2,2025,28,Roberto Bautista Agut,alejandro_davidovich_fokina,roberto_bautista_agut
Adelaide International,20250106,ATP250,Outdoor,Hard,1st Round,3,Arthur Rinderknech,O Connell C.,O Connell C.,60,64,927,795,2.3,1.62,5-7 6-7,2025,29,Arthur Rinderknech,o_connell_c.,arthur_rinderknech
Adelaide International,20250106,ATP250,Outdoor,Hard,1st Round,3,Thanasi Kokkinakis,Yoshihito Nishioka,Thanasi Kokkinakis,77,63,716,807,1.57,2.38,6-3 3-6 6-3,2025,30,Yoshihito Nishioka,thanasi_kokkinakis,yoshihito_nishioka
Adelaide International,20250107,ATP250,Outdoor,Hard,1st Round,3,James Duckworth,Li Tu,Li Tu,94,179,624,323,1.67,2.2,1-6 5-7,2025,31,James Duckworth,li_tu,james_duckworth
Adelaide International,20250107,ATP250,Outdoor,Hard,1st Round,3,Manuel Guinard,Roman Safiullin,Manuel Guinard,261,62,209,823,5.0,1.17,7-6 2-6 6-1,2025,32,Roman Safiullin,manuel_guinard,roman_safiullin
Adelaide International,20250107,ATP250,Outdoor,Hard,1st Round,3,Aleksandar Vukic,Marcos Giron,Marcos Giron,67,45,778,1150,1.8,2.0,2-6 6-3 3-6,2025,33,Aleksandar Vukic,marcos_giron,aleksandar_vukic
Adelaide International,20250107,ATP250,Outdoor,Hard,1st Round,3,Miomir Kecmanovic,Alexander Bublik,Miomir Kecmanovic,55,33,1021,1420,1.62,2.3,6-4 6-2,2025,34,Alexander Bublik,miomir_kecmanovic,alexander_bublik
Adelaide International,20250107,ATP250,Outdoor,Hard,1st Round,3,Adam Walton,Arthur Cazaux,Arthur Cazaux,91,80,636,707,2.38,1.57,5-7 1-6,2025,35,Adam Walton,arthur_cazaux,adam_walton
Adelaide International,20250107,ATP250,Outdoor,Hard,1st Round,3,Brandon Nakashima,Yannick Hanfmann,Brandon Nakashima,37,98,1335,615,1.3,3.5,6-1 2-6 6-3,2025,36,Yannick Hanfmann,brandon_nakashima,yannick_hanfmann
Adelaide International,20250107,ATP250,Outdoor,Hard,1st Round,3,David Goffin,Rinky Hijikata,Rinky Hijikata,53,79,1029,712,1.62,2.3,1-6 2-6,2025,37,David Goffin,rinky_hijikata,david_goffin
Adelaide International,20250107,ATP250,Outdoor,Hard,1st Round,3,T Etcheverry,Tristan Schoolkate,T Etcheverry,39,173,1315,336,1.3,3.5,7-6 6-3,2025,38,Tristan Schoolkate,t_etcheverry,tristan_schoolkate
Adelaide International,20250108,ATP250,Outdoor,Hard,2nd Round,3,Arthur Cazaux,F Auger-Aliassime,F Auger-Aliassime,80,29,707,1680,2.75,1.44,6-1 4-6 5-7,2025,39,Arthur Cazaux,f_auger-aliassime,arthur_cazaux
Adelaide International,20250108,ATP250,Outdoor,Hard,2nd Round,3,Marcos Giron,Denis Shapovalov,Marcos Giron,45,58,1150,981,2.75,1.44,7-5 6-2,2025,40,Denis Shapovalov,marcos_giron,denis_shapovalov
Adelaide International,20250108,ATP250,Outdoor,Hard,2nd Round,3,O Connell C.,Miomir Kecmanovic,Miomir Kecmanovic,64,55,795,1021,1.91,1.91,6-7 2-6,2025,41,O Connell C.,miomir_kecmanovic,o_connell_c.
Adelaide International,20250108,ATP250,Outdoor,Hard,2nd Round,3,Rinky Hijikata,Brandon Nakashima,Rinky Hijikata,79,37,712,1335,3.0,1.4,6-2 3-6 7-6,2025,42,Brandon Nakashima,rinky_hijikata,brandon_nakashima
Adelaide International,20250108,ATP250,Outdoor,Hard,2nd Round,3,Li Tu,Benjamin Bonzi,Benjamin Bonzi,179,70,323,762,2.75,1.44,3-6 3-6,2025,43,Li Tu,benjamin_bonzi,li_tu
Adelaide International,20250108,ATP250,Outdoor,Hard,2nd Round,3,Sebastian Korda,Alejandro Davidovich Fokina,Sebastian Korda,22,68,1985,775,2.2,1.67,6-3 6-3,2025,44,Alejandro Davidovich Fokina,sebastian_korda,alejandro_davidovich_fokina
Adelaide International,20250108,ATP250,Outdoor,Hard,2nd Round,3,Manuel Guinard,Tommy Paul,Tommy Paul,261,12,209,3145,9.0,1.07,4-6 6-3 3-6,2025,45,Manuel Guinard,tommy_paul,manuel_guinard
Adelaide International,20250108,ATP250,Outdoor,Hard,2nd Round,3,Thanasi Kokkinakis,T Etcheverry,Thanasi Kokkinakis,77,39,716,1315,1.57,2.38,7-5 4-6 7-6,2025,46,T Etcheverry,thanasi_kokkinakis,t_etcheverry
Adelaide International,20250109,ATP250,Outdoor,Hard,Quarterfinals,3,Rinky Hijikata,Tommy Paul,Tommy Paul,79,12,712,3145,3.5,1.3,3-6 4-6,2025,47,Rinky Hijikata,tommy_paul,rinky_hijikata
Adelaide International,20250109,ATP250,Outdoor,Hard,Quarterfinals,3,F Auger-Aliassime,Marcos Giron,F Auger-Aliassime,29,45,1680,1150,1.62,2.3,7-6 6-3,2025,48,Marcos Giron,f_auger-aliassime,marcos_giron
Adelaide International,20250109,ATP250,Outdoor,Hard,Quarterfinals,3,Benjamin Bonzi,Miomir Kecmanovic,Miomir Kecmanovic,70,55,762,1021,2.3,1.62,2-6 3-6,2025,49,Benjamin Bonzi,miomir_kecmanovic,benjamin_bonzi
Adelaide International,20250110,ATP250,Outdoor,Hard,Semifinals,3,F Auger-Aliassime,Tommy Paul,F Auger-Aliassime,29,12,1680,3145,2.2,1.67,7-6 3-6 6-4,2025,50,Tommy Paul,f_auger-aliassime,tommy_paul
Adelaide International,20250110,ATP250,Outdoor,Hard,Semifinals,3,Miomir Kecmanovic,Sebastian Korda,Sebastian Korda,55,22,1021,1985,2.0,1.8,3-6 6-7,2025,51,Miomir Kecmanovic,sebastian_korda,miomir_kecmanovic
Adelaide International,20250111,ATP250,Outdoor,Hard,The Final,3,F Auger-Aliassime,Sebastian Korda,F Auger-Aliassime,29,22,1680,1985,2.1,1.73,6-3 3-6 6-1,2025,52,Sebastian Korda,f_auger-aliassime,sebastian_korda
ASB Classic,20250105,ATP250,Outdoor,Hard,1st Round,3,Luciano Darderi,Nuno Borges,Nuno Borges,44,36,1198,1370,3.2,1.36,7-5 3-6 5-7,2025,53,Luciano Darderi,nuno_borges,luciano_darderi
ASB Classic,20250106,ATP250,Outdoor,Hard,1st Round,3,Roberto Carballes Baena,Daniel Altmaier,Roberto Carballes Baena,59,93,981,625,1.3,3.5,6-3 3-6 7-5,2025,54,Daniel Altmaier,roberto_carballes_baena,daniel_altmaier
ASB Classic,20250106,ATP250,Outdoor,Hard,1st Round,3,Isaac Becroft,Zizou Bergs,Zizou Bergs,980,66,15,783,17.0,1.03,3-6 5-7,2025,55,Isaac Becroft,zizou_bergs,isaac_becroft
ASB Classic,20250106,ATP250,Outdoor,Hard,1st Round,3,Alex Michelsen,Sumit Nagal,Alex Michelsen,41,96,1245,622,1.17,5.0,6-7 6-4 6-2,2025,56,Sumit Nagal,alex_michelsen,sumit_nagal
ASB Classic,20250106,ATP250,Outdoor,Hard,1st Round,3,Adrian Mannarino,Mariano Navone,Mariano Navone,73,46,744,1148,1.5,2.63,6-7 7-6 1-6,2025,57,Adrian Mannarino,mariano_navone,adrian_mannarino
ASB Classic,20250106,ATP250,Outdoor,Hard,1st Round,3,Lorenzo Sonego,Gabriel Diallo,Lorenzo Sonego,54,87,1026,646,2.0,1.8,7-6 2-6 7-6,2025,58,Gabriel Diallo,lorenzo_sonego,gabriel_diallo
ASB Classic,20250106,ATP250,Outdoor,Hard,1st Round,3,Cameron Norrie,Facundo Diaz Acosta,Facundo Diaz Acosta,48,78,1124,714,1.2,4.5,2-6 3-6,2025,59,Cameron Norrie,facundo_diaz_acosta,cameron_norrie
ASB Classic,20250107,ATP250,Outdoor,Hard,1st Round,3,Gael Monfils,Pedro Martinez,Gael Monfils,52,43,1030,1220,1.25,4.0,1-6 7-6 6-3,2025,60,Pedro Martinez,gael_monfils,pedro_martinez
ASB Classic,20250107,ATP250,Outdoor,Hard,1st Round,3,Y Bu,JL Struff,JL Struff,65,42,784,1225,2.0,1.8,3-6 4-6,2025,61,Y Bu,jl_struff,y_bu
ASB Classic,20250107,ATP250,Outdoor,Hard,1st Round,3,Nishesh Basavareddy,Francisco Comesana,Nishesh Basavareddy,133,85,453,661,1.22,4.33,6-2 6-2,2025,62,Francisco Comesana,nishesh_basavareddy,francisco_comesana
ASB Classic,20250107,ATP250,Outdoor,Hard,1st Round,3,Pablo Carreno Busta,Jakub Mensik,Jakub Mensik,184,49,317,1122,4.0,1.25,0-6 6-4 5-7,2025,63,Pablo Carreno Busta,jakub_mensik,pablo_carreno_busta
ASB Classic,20250107,ATP250,Outdoor,Hard,2nd Round,3,Nishesh Basavareddy,Alejandro Tabilo,Nishesh Basavareddy,133,23,453,1943,1.8,2.0,6-4 5-7 6-4,2025,64,Alejandro Tabilo,nishesh_basavareddy,alejandro_tabilo
ASB Classic,20250107,ATP250,Outdoor,Hard,2nd Round,3,Luca Nardi,Zizou Bergs,Zizou Bergs,90,66,637,783,2.3,1.62,1-6 4-6,2025,65,Luca Nardi,zizou_bergs,luca_nardi
ASB Classic,20250108,ATP250,Outdoor,Hard,2nd Round,3,Alex Michelsen,Lorenzo Sonego,Alex Michelsen,41,54,1245,1026,1.57,2.38,7-6 6-2,2025,66,Lorenzo Sonego,alex_michelsen,lorenzo_sonego
ASB Classic,20250108,ATP250,Outdoor,Hard,2nd Round,3,Sebastian Baez,Facundo Diaz Acosta,Facundo Diaz Acosta,28,78,1690,714,2.0,1.8,4-6 6-7,2025,67,Sebastian Baez,facundo_diaz_acosta,sebastian_baez
ASB Classic,20250108,ATP250,Outdoor,Hard,2nd Round,3,Roberto Carballes Baena,Francisco Cerundolo,Roberto Carballes Baena,59,31,981,1620,2.63,1.5,6-2 7-5,2025,68,Francisco Cerundolo,roberto_carballes_baena,francisco_cerundolo
ASB Classic,20250108,ATP250,Outdoor,Hard,2nd Round,3,JL Struff,Gael Monfils,Gael Monfils,42,52,1225,1030,1.67,2.2,1-6 6-7,2025,69,JL Struff,gael_monfils,jl_struff
ASB Classic,20250108,ATP250,Outdoor,Hard,2nd Round,3,Nuno Borges,Mariano Navone,Nuno Borges,36,46,1370,1148,1.4,3.0,4-6 7-5 6-4,2025,70,Mariano Navone,nuno_borges,mariano_navone
ASB Classic,20250108,ATP250,Outdoor,Hard,2nd Round,3,Ben Shelton,Jakub Mensik,Jakub Mensik,21,49,2330,1122,1.73,2.1,6-7 6-4 5-7,2025,71,Ben Shelton,jakub_mensik,ben_shelton
ASB Classic,20250108,ATP250,Outdoor,Hard,Quarterfinals,3,Nishesh Basavareddy,Alex Michelsen,Nishesh Basavareddy,133,41,453,1245,2.5,1.53,2-6 6-2 6-4,2025,72,Alex Michelsen,nishesh_basavareddy,alex_michelsen
ASB Classic,20250109,ATP250,Outdoor,Hard,Quarterfinals,3,Facundo Diaz Acosta,Gael Monfils,Gael Monfils,78,52,714,1030,3.5,1.3,3-6 1-6,2025,73,Facundo Diaz Acosta,gael_monfils,facundo_diaz_acosta
ASB Classic,20250109,ATP250,Outdoor,Hard,Quarterfinals,3,Zizou Bergs,Roberto Carballes Baena,Zizou Bergs,66,59,783,981,1.62,2.3,1-6 6-2 6-3,2025,74,Roberto Carballes Baena,zizou_bergs,roberto_carballes_baena
ASB Classic,20250109,ATP250,Outdoor,Hard,Quarterfinals,3,Jakub Mensik,Nuno Borges,Nuno Borges,49,36,1122,1370,1.44,2.75,7-6 2-6 6-7,2025,75,Jakub Mensik,nuno_borges,jakub_mensik
ASB Classic,20250110,ATP250,Outdoor,Hard,Semifinals,3,Gael Monfils,Nishesh Basavareddy,Gael Monfils,52,133,1030,453,1.67,2.2,7-6 6-4,2025,76,Nishesh Basavareddy,gael_monfils,nishesh_basavareddy
ASB Classic,20250110,ATP250,Outdoor,Hard,Semifinals,3,Nuno Borges,Zizou Bergs,Zizou Bergs,36,66,1370,783,1.91,1.91,2-6 6-3 5-7,2025,77,Nuno Borges,zizou_bergs,nuno_borges
ASB Classic,20250111,ATP250,Outdoor,Hard,The Final,3,Gael Monfils,Zizou Bergs,Gael Monfils,52,66,1030,783,1.53,2.5,6-3 6-4,2025,78,Zizou Bergs,gael_monfils,zizou_bergs
Australian Open,20250112,Grand Slam,Outdoor,Hard,1st Round,5,Omar Jasika,Hugo Gaston,Hugo Gaston,179,81,323,703,3.2,1.36,2-6 6-3 2-6 2-6,2025,79,Omar Jasika,hugo_gaston,omar_jasika
Australian Open,20250112,Grand Slam,Outdoor,Hard,1st Round,5,Arthur Fils,Otto Virtanen,Arthur Fils,21,93,2280,627,1.13,6.0,3-6 7-6 6-4 6-4,2025,80,Otto Virtanen,arthur_fils,otto_virtanen
Australian Open,20250112,Grand Slam,Outdoor,Hard,1st Round,5,Thiago Monteiro,Kei Nishikori,Kei Nishikori,105,76,566,743,4.5,1.2,6-4 7-6 5-7 2-6 3-6,2025,81,Thiago Monteiro,kei_nishikori,thiago_monteiro
Australian Open,20250112,Grand Slam,Outdoor,Hard,1st Round,5,Casper Ruud,Jaume Munar,Casper Ruud,6,62,4210,922,1.17,5.0,6-3 1-6 7-5 2-6 6-1,2025,82,Jaume Munar,casper_ruud,jaume_munar
Australian Open,20250112,Grand Slam,Outdoor,Hard,1st Round,5,Y Bu,Hady Habib,Hady Habib,67,219,784,264,1.36,3.2,6-7 4-6 6-7,2025,83,Y Bu,hady_habib,y_bu
Australian Open,20250112,Grand Slam,Outdoor,Hard,1st Round,5,Jiri Lehecka,Li Tu,Jiri Lehecka,29,168,1660,342,1.07,9.0,6-1 3-6 6-3 7-6,2025,84,Li Tu,jiri_lehecka,li_tu
Australian Open,20250112,Grand Slam,Outdoor,Hard,1st Round,5,Sumit Nagal,Tomas Machac,Tomas Machac,91,25,635,1805,13.0,1.04,3-6 1-6 5-7,2025,85,Sumit Nagal,tomas_machac,sumit_nagal
Australian Open,20250112,Grand Slam,Outdoor,Hard,1st Round,5,Ugo Humbert,Matteo Gigante,Ugo Humbert,14,145,2765,403,1.08,8.0,7-6 7-5 6-4,2025,86,Matteo Gigante,ugo_humbert,matteo_gigante
Australian Open,20250112,Grand Slam,Outdoor,Hard,1st Round,5,G Onclin,Reilly Opelka,Reilly Opelka,239,170,242,341,3.75,1.29,6-3 6-7 3-6 2-6,2025,87,G Onclin,reilly_opelka,g_onclin
Australian Open,20250112,Grand Slam,Outdoor,Hard,1st Round,5,Quentin Halys,Adam Walton,Quentin Halys,74,90,756,636,2.0,1.8,4-6 4-6 6-4 7-6 7-5,2025,88,Adam Walton,quentin_halys,adam_walton
Australian Open,20250112,Grand Slam,Outdoor,Hard,1st Round,5,Lucas Pouille,Alexander Zverev,Alexander Zverev,103,2,575,7635,19.0,1.02,4-6 4-6 4-6,2025,89,Lucas Pouille,alexander_zverev,lucas_pouille
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Frances Tiafoe,Arthur Rinderknech,Frances Tiafoe,16,61,2560,927,1.25,4.0,7-6 6-3 4-6 6-7 6-3,2025,90,Arthur Rinderknech,frances_tiafoe,arthur_rinderknech
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Alejandro Tabilo,Roberto Carballes Baena,Roberto Carballes Baena,26,57,1705,981,1.5,2.63,6-1 2-6 3-6 6-7,2025,91,Alejandro Tabilo,roberto_carballes_baena,alejandro_tabilo
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Jakub Mensik,Nikoloz Basilashvili,Jakub Mensik,48,206,1162,273,1.17,5.0,6-1 6-7 6-3 6-3,2025,92,Nikoloz Basilashvili,jakub_mensik,nikoloz_basilashvili
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Stefanos Tsitsipas,Alex Michelsen,Alex Michelsen,12,42,3195,1270,1.53,2.5,5-7 3-6 6-2 4-6,2025,93,Stefanos Tsitsipas,alex_michelsen,stefanos_tsitsipas
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Nuno Borges,Alexandre Muller,Nuno Borges,33,58,1445,965,1.67,2.2,6-7 6-3 6-2 7-5,2025,94,Alexandre Muller,nuno_borges,alexandre_muller
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Thiago Seyboth Wild,Fabian Marozsan,Fabian Marozsan,79,59,732,960,3.0,1.4,3-6 7-6 5-7 7-5 5-7,2025,95,Thiago Seyboth Wild,fabian_marozsan,thiago_seyboth_wild
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,James Duckworth,Dominic Stricker,James Duckworth,89,304,637,173,1.73,2.1,6-2 6-4 6-2,2025,96,Dominic Stricker,james_duckworth,dominic_stricker
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Martin Landaluce,James Mccabe,James Mccabe,142,258,414,216,1.3,3.5,4-6 3-6 4-6,2025,97,Martin Landaluce,james_mccabe,martin_landaluce
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Jannik Sinner,Nicolas Jarry,Jannik Sinner,1,36,11830,1340,1.01,26.0,7-6 7-6 6-1,2025,98,Nicolas Jarry,jannik_sinner,nicolas_jarry
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Dominik Koepfer,Jordan Thompson,Jordan Thompson,124,27,485,1695,3.2,1.36,6-7 4-6 6-4 3-6,2025,99,Dominik Koepfer,jordan_thompson,dominik_koepfer
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Tristan Schoolkate,Taro Daniel,Tristan Schoolkate,173,113,336,519,2.0,1.8,6-7 7-6 6-1 6-4,2025,100,Taro Daniel,tristan_schoolkate,taro_daniel
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Damir Dzumhur,Aleksandar Vukic,Aleksandar Vukic,82,68,679,778,3.75,1.29,7-6 0-6 6-3 3-6 4-6,2025,101,Damir Dzumhur,aleksandar_vukic,damir_dzumhur
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Jack Draper,Mariano Navone,Jack Draper,18,47,2530,1173,1.05,11.0,4-6 6-3 3-6 6-3 6-2,2025,102,Mariano Navone,jack_draper,mariano_navone
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Roman Safiullin,Thanasi Kokkinakis,Thanasi Kokkinakis,63,71,823,766,2.38,1.57,6-3 3-6 3-6 6-7,2025,103,Roman Safiullin,thanasi_kokkinakis,roman_safiullin
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Arthur Cazaux,Sebastian Baez,Arthur Cazaux,78,28,732,1690,1.4,3.0,6-3 5-7 3-6 6-0 6-3,2025,104,Sebastian Baez,arthur_cazaux,sebastian_baez
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Aziz Dougaz,Yoshihito Nishioka,Yoshihito Nishioka,231,65,254,807,5.5,1.14,6-3 4-6 6-7 3-6,2025,105,Aziz Dougaz,yoshihito_nishioka,aziz_dougaz
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Sebastian Korda,Lukas Klein,Sebastian Korda,22,144,2065,405,1.33,3.4,6-3 0-6 6-3 7-6,2025,106,Lukas Klein,sebastian_korda,lukas_klein
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Pavel Kotov,Jaime Faria,Jaime Faria,97,125,612,481,1.57,2.38,1-6 1-6 5-7,2025,107,Pavel Kotov,jaime_faria,pavel_kotov
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,F Auger-Aliassime,JL Struff,F Auger-Aliassime,23,43,1905,1240,1.44,2.75,6-3 6-0 4-6 6-1,2025,108,JL Struff,f_auger-aliassime,jl_struff
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Alexander Shevchenko,Carlos Alcaraz,Carlos Alcaraz,77,3,743,7010,29.0,1.01,1-6 5-7 1-6,2025,109,Alexander Shevchenko,carlos_alcaraz,alexander_shevchenko
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Novak Djokovic,Nishesh Basavareddy,Novak Djokovic,7,107,3900,566,1.04,13.0,4-6 6-3 6-4 6-2,2025,110,Nishesh Basavareddy,novak_djokovic,nishesh_basavareddy
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,David Goffin,Benjamin Bonzi,Benjamin Bonzi,54,64,1029,819,2.63,1.5,1-6 2-6 6-7,2025,111,David Goffin,benjamin_bonzi,david_goffin
Australian Open,20250113,Grand Slam,Outdoor,Hard,1st Round,5,Tommy Paul,O Connell C.,Tommy Paul,11,70,3195,770,1.17,5.0,6-2 3-6 6-1 6-7 7-5,2025,112,O Connell C.,tommy_paul,o_connell_c.
